EmployeeNumber,Age,Tenure,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn,TextMessageOptInMissingFlag,TextMessageOptIn_bool,TextMessageOptIn_filled,DevHoursMissingFlag,AnnualProfessionalDevHrs_imputed_median,NumCompaniesMissingFlag,AnnualSalaryCorrected,DrivingCommuterDistanceImputedFlag,DrivingCommuterDistanceOutlierFlag
161,30,2,Yes,25.57,40.0,Salary,53185.6,79.0,Healthcare,Male,Married,3,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,0,1,0,0
162,33,9,No,25.57,40.0,Salary,53185.6,79.0,Healthcare,Male,Married,4,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,0,1,0,0
163,34,5,Yes,28.09,40.0,Salary,58427.2,15.0,Sales,Male,Single,5,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,0,0,0,0
164,36,5,No,28.09,40.0,Salary,58427.2,15.0,Sales,Male,Single,2,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,0,0,0,0
165,48,11,Yes,33.29,40.0,Salary,69243.2,46.0,Research,Male,Single,3,17.0,Mailed Check,Yes,0,1.0,Yes,0,17.0,0,0,0,0
166,61,11,No,33.29,40.0,Salary,69243.2,46.0,Research,Male,Single,8,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,0,0,0,0
167,41,3,No,91.85,40.0,Salary,191048.0,49.0,Sales,Female,Married,6,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,1,1,0
168,58,16,No,91.85,40.0,Salary,191048.0,49.0,Sales,Female,Married,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,1,0
169,57,15,Yes,45.29,40.0,Salary,94203.2,33.0,Healthcare,Male,Single,1,5.0,Mailed Check,Unknown,1,,Missing,0,5.0,0,0,0,0
170,58,10,No,45.29,40.0,Salary,94203.2,33.0,Healthcare,Male,Single,4,24.0,Mailed Check,Yes,0,1.0,Yes,0,24.0,0,0,0,0
171,41,8,No,96.17,40.0,Salary,200033.6,52.0,Laboratory,Male,Single,1,6.0,Direct Deposit,Unknown,1,,Missing,0,6.0,0,0,0,0
172,55,15,No,96.17,40.0,Salary,200033.6,52.0,Laboratory,Male,Single,4,21.0,Direct Deposit,Yes,0,1.0,Yes,0,21.0,0,0,0,0
173,48,5,No,76.51,40.0,Salary,159140.8,73.0,Information Technology,Female,Single,8,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
174,61,10,No,76.51,40.0,Salary,159140.8,73.0,Information Technology,Female,Single,4,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,1,0,0,0
175,37,4,No,57.15,40.0,Salary,118872.0,42.0,Information Technology,Female,Divorced,6,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,0,1,0,0
176,42,3,Yes,57.15,40.0,Salary,118872.0,42.0,Information Technology,Female,Divorced,3,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,0,1,0,0
177,55,16,No,64.59,40.0,Salary,134347.2,50.0,Manufacturing,Male,Divorced,8,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
178,56,17,Yes,64.59,40.0,Salary,134347.2,50.0,Manufacturing,Male,Divorced,5,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
179,26,3,Yes,22.38,40.0,Salary,46550.4,53.0,Laboratory,Male,Single,2,7.0,Direct Deposit,Yes,0,1.0,Yes,0,7.0,0,0,0,0
180,26,3,No,22.38,40.0,Salary,46550.4,53.0,Laboratory,Male,Single,2,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,0,0
181,38,6,No,44.26,40.0,Salary,92060.8,85.0,Human Resources,Female,Married,1,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
182,60,14,No,44.26,40.0,Salary,92060.8,85.0,Human Resources,Female,Married,4,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
183,43,3,No,71.87,40.0,Salary,149489.6,66.0,Marketing,Female,Married,8,19.0,Direct Deposit,Yes,0,1.0,Yes,0,19.0,0,0,0,0
184,55,8,Yes,71.87,40.0,Salary,149489.6,66.0,Marketing,Female,Married,1,7.0,Direct Deposit,Yes,0,1.0,Yes,0,7.0,0,0,0,0
185,43,3,No,64.88,40.0,Salary,134950.4,42.0,Human Resources,Female,Divorced,8,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
186,48,20,No,64.88,40.0,Salary,134950.4,42.0,Human Resources,Female,Divorced,9,17.0,Mailed Check,Yes,0,1.0,Yes,0,17.0,0,0,0,0
187,36,5,No,42.17,40.0,Salary,87713.6,80.0,Manufacturing,Female,Divorced,6,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
188,41,9,Yes,42.17,40.0,Salary,87713.6,80.0,Manufacturing,Female,Divorced,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
189,47,12,No,37.36,40.0,Salary,77708.8,55.0,Research,Male,Divorced,4,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,0,0
190,51,9,No,37.36,40.0,Salary,77708.8,55.0,Research,Male,Divorced,7,20.0,Direct Deposit,Yes,0,1.0,Yes,0,20.0,0,0,0,0
191,47,6,Yes,32.42,40.0,Salary,67433.6,66.0,Sales,Female,Married,5,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,0,0,0,0
192,59,17,Yes,32.42,40.0,Salary,67433.6,66.0,Sales,Female,Married,2,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,0,0,0,0
193,39,6,No,31.08,40.0,Salary,64646.4,50.0,Sales,Male,Married,5,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,0,0
194,39,7,No,31.08,40.0,Salary,64646.4,50.0,Sales,Male,Married,4,19.0,Mailed Check,Yes,0,1.0,Yes,0,19.0,0,0,0,0
195,50,15,Yes,86.72,40.0,Salary,180377.6,2.0,Healthcare,Female,Divorced,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,1,1,0,0
196,58,15,Yes,86.72,40.0,Salary,180377.6,2.0,Healthcare,Female,Divorced,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
197,30,7,No,30.8,40.0,Salary,64064.0,250.0,Information Technology,Male,Married,3,21.0,Direct Deposit,Yes,0,1.0,Yes,0,21.0,0,0,0,1
198,39,4,No,30.8,40.0,Salary,64064.0,250.0,Information Technology,Male,Married,1,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,0,1
199,38,7,Yes,86.23,40.0,Salary,179358.4,53.0,Marketing,Female,Married,6,7.0,Direct Deposit,Yes,0,1.0,Yes,0,7.0,0,0,0,0
200,42,4,No,86.23,40.0,Salary,179358.4,53.0,Marketing,Female,Married,7,14.0,Direct Deposit,Yes,0,1.0,Yes,0,14.0,0,0,0,0
201,30,1,No,28.33,40.0,Salary,58926.4,70.0,Human Resources,Female,Single,3,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,0,1,0,0
202,61,19,No,40.71,40.0,Salary,84676.8,17.0,Sales,Female,Single,2,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,0,0,0
203,30,6,No,28.63,40.0,Salary,59550.4,58.0,Marketing,Female,Divorced,2,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
204,41,2,No,94.94,40.0,Salary,197475.2,15.0,Human Resources,Female,Single,6,16.0,Direct Deposit,Yes,0,1.0,Yes,0,16.0,0,1,0,0
205,56,6,No,36.39,40.0,Salary,75691.2,64.0,Laboratory,Female,Married,1,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,0,0,0,0
206,45,7,No,70.2,40.0,Salary,146016.0,250.0,Marketing,Male,Married,2,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,0,0,0,0
207,49,7,No,95.6,40.0,Salary,198848.0,49.0,Research,Male,Married,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,1,0
208,34,2,Yes,27.49,40.0,Salary,57179.2,43.0,Laboratory,Male,Single,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
209,38,10,Yes,88.71,40.0,Salary,184516.8,250.0,Sales,Male,Single,1,12.0,Direct Deposit,Yes,0,1.0,Yes,0,12.0,0,1,0,0
210,61,9,Yes,90.68,40.0,Salary,188614.4,51.0,Human Resources,Male,Married,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
211,56,9,Yes,62.63,40.0,Salary,130270.4,250.0,Healthcare,Female,Divorced,6,13.0,Direct Deposit,Yes,0,1.0,Yes,0,13.0,0,0,0,0
212,42,5,No,49.49,40.0,Salary,102939.2,33.0,Research,Female,Single,5,13.0,Mailed Check,No,0,0.0,No,0,13.0,0,0,0,0
213,44,14,No,59.65,40.0,Salary,124072.0,58.0,Marketing,Female,Divorced,4,19.0,Direct Deposit,Yes,0,1.0,Yes,0,19.0,0,0,0,0
214,36,9,No,56.51,40.0,Salary,117540.8,49.0,Information Technology,Female,Married,6,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,0,0,1,0
215,48,20,No,64.27,40.0,Salary,133681.6,17.0,Sales,Female,Married,8,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
216,34,6,Yes,29.97,40.0,Salary,62337.6,89.0,Sales,Male,Married,4,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
217,38,8,Yes,44.98,40.0,Salary,93558.4,74.0,Marketing,Female,Single,3,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,0,0,0
218,28,4,Yes,25.45,40.0,Salary,52936.0,49.0,Laboratory,Female,Married,1,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
219,55,5,No,61.57,40.0,Salary,128065.6,250.0,Sales,Female,Married,1,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,0,0,0,0
220,39,2,No,53.5,40.0,Salary,111280.0,81.0,Marketing,Female,Divorced,2,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
221,54,14,Yes,45.84,40.0,Salary,95347.2,86.0,Healthcare,Male,Single,4,11.0,Mailed Check,No,0,0.0,No,0,11.0,0,0,0,0
222,30,5,No,23.25,40.0,Salary,48360.0,84.0,Sales,Male,Single,1,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
223,54,11,No,91.54,40.0,Salary,190403.2,52.0,Sales,Male,Single,1,9.0,Mailed Check,No,0,0.0,No,0,9.0,0,1,0,0
224,38,3,Yes,86.01,40.0,Salary,178900.8,250.0,Manufacturing,Female,Divorced,1,11.0,Direct Deposit,Yes,0,1.0,Yes,0,11.0,0,0,0,0
225,36,9,No,31.01,40.0,Salary,64500.8,0.0,Manufacturing,Male,Divorced,4,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
226,51,16,No,40.58,40.0,Salary,84406.4,70.0,Information Technology,Female,Divorced,9,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
227,41,9,No,97.12,40.0,Salary,202009.6,49.0,Research,Prefer Not to Answer,Divorced,1,23.0,Direct Deposit,Yes,0,1.0,Yes,0,23.0,0,0,1,0
228,31,8,Yes,22.79,40.0,Salary,47403.2,15.0,Healthcare,Male,Single,3,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,0,0,0,0
229,50,9,No,60.97,40.0,Salary,126817.6,48.0,Marketing,Female,Single,3,13.0,Mailed Check,No,0,0.0,No,0,13.0,0,0,0,0
230,32,5,Yes,28.29,40.0,Salary,58843.2,12.0,Sales,Female,Married,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
231,57,13,No,58.33,40.0,Salary,121326.4,17.0,Information Technology,Male,Single,4,16.0,Mailed Check,No,0,0.0,No,0,16.0,0,1,0,0
232,48,9,No,92.37,40.0,Salary,192129.6,250.0,Laboratory,Male,Divorced,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
233,49,8,No,95.12,40.0,Salary,197849.6,55.0,Sales,Female,Married,9,19.0,Mailed Check,Yes,0,1.0,Yes,0,19.0,0,1,0,0
234,40,4,No,31.33,40.0,Salary,65166.4,45.0,Human Resources,Male,Single,9,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
235,39,1,No,48.11,40.0,Salary,100068.8,68.0,Research,Female,Divorced,3,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,0,0,0,0
236,37,1,Yes,80.48,40.0,Salary,167398.4,57.0,Research,Male,Single,2,22.0,Direct Deposit,No,0,0.0,No,0,22.0,0,0,0,0
237,39,7,Yes,36.68,40.0,Salary,76294.4,22.0,Human Resources,Male,Married,4,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,0,0,0
238,45,5,No,65.57,40.0,Salary,136385.6,44.0,Healthcare,Female,Divorced,6,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,0,0
239,45,20,Yes,82.26,40.0,Salary,171100.8,62.0,Manufacturing,Male,Single,1,9.0,Mailed Check,No,0,0.0,No,0,9.0,0,0,0,0
240,40,10,No,87.99,40.0,Salary,183019.2,17.0,Manufacturing,Female,Married,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,1,1,0,0
241,60,10,Yes,33.45,40.0,Salary,69576.0,250.0,Manufacturing,Female,Divorced,3,0.0,Direct Deposit,No,0,0.0,No,1,15.0,0,0,0,0
242,40,1,No,75.97,40.0,Salary,158017.6,12.0,Sales,Female,Divorced,4,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,1,0,0,0
243,45,13,Yes,42.02,40.0,Salary,87401.6,77.0,Healthcare,Male,Single,2,23.0,Direct Deposit,Yes,0,1.0,Yes,0,23.0,0,0,0,0
244,34,2,No,29.96,40.0,Salary,62316.8,50.0,Research,Male,Divorced,5,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,0,0,0
245,44,11,Yes,54.29,40.0,Salary,112923.2,10.0,Laboratory,Female,Single,7,11.0,Direct Deposit,No,0,0.0,No,0,11.0,0,0,0,0
246,56,20,Yes,49.41,40.0,Salary,102772.8,7.0,Laboratory,Male,Single,9,20.0,Mailed Check,No,0,0.0,No,0,20.0,0,0,0,0
247,58,10,No,82.7,40.0,Salary,172016.0,20.0,Healthcare,Female,Single,7,8.0,Mailed Check,No,0,0.0,No,0,8.0,0,0,0,0
248,39,7,Yes,44.69,40.0,Salary,92955.2,46.0,Sales,Male,Married,5,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,0,0,0
249,39,4,Yes,96.08,40.0,Salary,199846.4,41.0,Research,Female,Single,3,19.0,Mailed Check,No,0,0.0,No,0,19.0,0,1,0,0
250,58,18,No,86.4,40.0,Salary,179712.0,38.0,Research,Female,Married,4,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
251,54,6,No,60.2,40.0,Salary,125216.0,53.0,Marketing,Male,Married,6,17.0,Mailed Check,Yes,0,1.0,Yes,0,17.0,0,0,0,0
252,31,6,Yes,25.79,40.0,Salary,53643.2,21.0,Sales,Male,Married,2,8.0,Mailed Check,No,0,0.0,No,0,8.0,0,0,0,0
253,51,15,Yes,38.7,40.0,Salary,80496.0,250.0,Laboratory,Male,Single,8,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
254,36,1,Yes,33.84,40.0,Salary,70387.2,85.0,Manufacturing,Male,Married,3,7.0,Direct Deposit,Yes,0,1.0,Yes,0,7.0,0,0,0,0
255,55,12,Yes,74.33,40.0,Salary,154606.4,61.0,Healthcare,Male,Married,4,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,1,1,0,0
256,36,5,No,26.09,40.0,Salary,54267.2,20.0,Research,Female,Single,5,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,0,0,0,0
257,56,14,Yes,33.25,40.0,Salary,69160.0,7.0,Marketing,Female,Divorced,4,12.0,Mailed Check,No,0,0.0,No,0,12.0,1,1,0,0
258,53,13,Yes,50.59,40.0,Salary,105227.2,60.0,Healthcare,Female,Divorced,7,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
259,37,1,Yes,85.52,40.0,Salary,177881.6,87.0,Healthcare,Male,Divorced,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
260,38,8,No,51.69,40.0,Salary,107515.2,49.0,Research,Female,Married,1,24.0,Direct Deposit,Yes,0,1.0,Yes,0,24.0,0,0,1,0
261,38,6,Yes,66.16,40.0,Salary,137612.8,70.0,Marketing,Male,Single,5,5.0,Direct Deposit,No,0,0.0,No,0,5.0,0,0,0,0
262,33,2,Yes,24.17,40.0,Salary,50273.6,80.0,Laboratory,Male,Divorced,2,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,0,0,0,0
263,43,7,Yes,53.73,40.0,Salary,111758.4,49.0,Laboratory,Female,Divorced,5,5.0,Direct Deposit,Yes,0,1.0,Yes,0,5.0,0,0,1,0
264,40,3,No,59.72,40.0,Salary,124217.6,1.0,Healthcare,Female,Married,1,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
265,39,1,Yes,29.74,40.0,Salary,61859.2,64.0,Research,Male,Single,4,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,1,0,0
266,39,2,Yes,43.64,40.0,Salary,90771.2,49.0,Research,Female,Married,1,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,1,0
267,45,20,Yes,65.38,40.0,Salary,135990.4,20.0,Information Technology,Female,Married,3,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
268,37,8,No,28.25,40.0,Salary,58760.0,65.0,Marketing,Male,Single,1,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
269,41,5,No,34.8,40.0,Salary,72384.0,17.0,Marketing,Female,Divorced,3,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
270,39,8,No,40.56,40.0,Salary,84364.8,78.0,Sales,Male,Divorced,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
271,24,1,No,17.39,40.0,Salary,36171.2,2.0,Manufacturing,Male,Single,1,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,0,0,0,0
272,48,10,Yes,33.85,40.0,Salary,70408.0,250.0,Healthcare,Female,Single,1,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
273,39,1,Yes,30.52,40.0,Salary,63481.6,49.0,Laboratory,Male,Married,4,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,1,0
274,60,13,No,43.28,40.0,Salary,90022.4,50.0,Manufacturing,Female,Single,2,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,0,1,0,0
275,43,8,Yes,80.75,40.0,Salary,167960.0,89.0,Research,Female,Single,6,12.0,Mailed Check,No,0,0.0,No,0,12.0,0,0,0,0
276,44,14,No,33.29,40.0,Salary,69243.2,66.0,Sales,Male,Divorced,1,18.0,Direct Deposit,No,0,0.0,No,0,18.0,0,1,0,0
277,25,2,No,21.59,40.0,Salary,44907.2,87.0,Sales,Female,Married,2,8.0,Direct Deposit,Yes,0,1.0,Yes,0,8.0,0,0,0,0
278,27,6,Yes,21.26,40.0,Salary,44220.8,7.0,Research,Female,Single,2,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
279,37,1,Yes,26.0,40.0,Salary,54080.0,36.0,Research,Female,Single,4,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,0,0,0,0
280,47,5,No,75.05,40.0,Salary,156104.0,51.0,Sales,Female,Single,6,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
281,60,12,Yes,39.14,40.0,Salary,81411.2,66.0,Sales,Female,Divorced,8,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
282,58,8,No,34.45,40.0,Salary,71656.0,2.0,Laboratory,Female,Single,1,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
283,42,6,Yes,70.14,40.0,Salary,145891.2,53.0,Sales,Male,Divorced,9,18.0,Direct Deposit,Yes,0,1.0,Yes,0,18.0,0,0,0,0
284,35,8,Yes,23.32,40.0,Salary,48505.6,69.0,Manufacturing,Female,Single,2,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
285,50,9,No,32.98,40.0,Salary,68598.4,49.0,Information Technology,Male,Divorced,1,12.0,Direct Deposit,Yes,0,1.0,Yes,0,12.0,0,0,1,0
286,61,12,No,33.48,40.0,Salary,69638.4,49.0,Sales,Female,Divorced,6,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,1,1,0
287,43,3,No,47.45,40.0,Salary,98696.0,7.0,Human Resources,Female,Married,3,13.0,Direct Deposit,Yes,0,1.0,Yes,0,13.0,0,0,0,0
288,30,6,Yes,25.63,40.0,Salary,53310.4,250.0,Information Technology,Female,Married,2,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,0,0
289,55,8,No,53.38,40.0,Salary,111030.4,67.0,Marketing,Male,Single,6,19.0,Mailed Check,Yes,0,1.0,Yes,0,19.0,0,0,0,0
290,53,18,Yes,96.79,40.0,Salary,201323.2,74.0,Laboratory,Female,Married,4,24.0,Direct Deposit,Yes,0,1.0,Yes,0,24.0,0,0,0,0
291,34,4,Yes,25.83,40.0,Salary,53726.4,250.0,Laboratory,Male,Married,6,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,0,0,0
292,32,2,Yes,22.73,40.0,Salary,47278.4,49.0,Healthcare,Male,Married,3,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,0,1,0
293,41,10,Yes,87.69,40.0,Salary,182395.2,49.0,Sales,Female,Single,1,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,1,1,0
294,54,15,Yes,51.63,40.0,Salary,107390.4,64.0,Sales,Female,Single,8,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
295,34,4,No,26.35,40.0,Salary,54808.0,250.0,Sales,Male,Divorced,6,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
296,47,5,No,96.24,40.0,Salary,200179.2,25.0,Laboratory,Female,Single,3,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,0,0,0,0
297,53,19,Yes,90.36,40.0,Salary,187948.8,49.0,Manufacturing,Male,Married,2,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,1,1,0
298,48,12,Yes,91.8,40.0,Salary,190944.0,1.0,Research,Female,Married,2,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,1,0,0
299,57,11,Yes,91.22,40.0,Salary,189737.6,80.0,Sales,Female,Single,7,9.0,Direct Deposit,Yes,0,1.0,Yes,0,9.0,0,1,0,0
300,61,19,No,33.88,40.0,Salary,70470.4,85.0,Research,Male,Married,8,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,0,0,0,0
301,41,1,No,40.0,40.0,Salary,83200.0,52.0,Sales,Male,Married,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
302,36,5,Yes,97.02,40.0,Salary,201801.6,250.0,Laboratory,Male,Single,2,7.0,Direct Deposit,Yes,0,1.0,Yes,0,7.0,0,1,0,0
303,45,10,Yes,40.86,40.0,Salary,84988.8,22.0,Information Technology,Female,Single,4,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,1,0,0,0
304,48,14,Yes,61.75,40.0,Salary,128440.0,54.0,Information Technology,Male,Married,3,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,0,0,0
305,53,12,No,97.96,40.0,Salary,203756.8,31.0,Sales,Female,Married,1,24.0,Direct Deposit,Yes,0,1.0,Yes,0,24.0,0,0,0,0
306,53,9,No,42.78,40.0,Salary,88982.4,250.0,Manufacturing,Female,Married,4,8.0,Direct Deposit,Yes,0,1.0,Yes,0,8.0,1,0,0,0
307,49,7,No,72.03,40.0,Salary,149822.4,8.0,Research,Female,Single,6,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
308,34,4,No,29.21,40.0,Salary,60756.8,4.0,Marketing,Female,Single,3,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,0,1,0,0
309,47,12,Yes,45.78,40.0,Salary,95222.4,49.0,Human Resources,Female,Married,5,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,1,0
310,54,8,No,89.66,40.0,Salary,186492.8,64.0,Sales,Male,Divorced,1,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,1,0,0
311,33,8,No,22.96,40.0,Salary,47756.8,37.0,Sales,Male,Single,3,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
312,38,3,Yes,30.5,40.0,Salary,63440.0,250.0,Laboratory,Female,Single,2,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,0,0,0
313,57,5,No,57.51,40.0,Salary,119620.8,77.0,Manufacturing,Male,Married,4,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,1,0,0
314,39,6,No,65.74,40.0,Salary,136739.2,89.0,Research,Female,Divorced,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
315,54,17,Yes,43.63,40.0,Salary,90750.4,32.0,Healthcare,Male,Divorced,2,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,0,0,0,0
316,44,17,Yes,64.13,40.0,Salary,133390.4,61.0,Marketing,Female,Divorced,3,8.0,Direct Deposit,Yes,0,1.0,Yes,0,8.0,0,0,0,0
317,49,18,Yes,60.48,40.0,Salary,125798.4,250.0,Laboratory,Male,Single,1,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
318,43,4,No,69.47,40.0,Salary,144497.6,41.0,Manufacturing,Female,Divorced,5,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
319,61,14,No,60.17,40.0,Salary,125153.6,10.0,Human Resources,Female,Single,1,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
320,46,7,Yes,34.23,40.0,Salary,71198.4,50.0,Marketing,Male,Single,4,13.0,Direct Deposit,Yes,0,1.0,Yes,0,13.0,0,1,0,0
321,45,18,Yes,33.17,40.0,Salary,68993.6,83.0,Research,Female,Single,4,16.0,Direct Deposit,Yes,0,1.0,Yes,0,16.0,0,0,0,0
322,42,5,No,45.93,40.0,Salary,95534.4,250.0,Research,Male,Single,8,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
323,40,5,No,28.83,40.0,Salary,59966.4,80.0,Sales,Female,Divorced,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
324,53,5,No,77.9,40.0,Salary,162032.0,83.0,Marketing,Female,Single,7,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
325,56,9,Yes,67.64,40.0,Salary,140691.2,26.0,Marketing,Female,Married,9,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,0,0,0,0
326,47,8,No,67.65,40.0,Salary,140712.0,28.0,Research,Female,Divorced,1,18.0,Direct Deposit,Yes,0,1.0,Yes,0,18.0,0,0,0,0
